Date,Transaction Description,Category,Amount,Type,Month,Year,Day_of_Week,Is_Weekend,Cumulative_Monthly_Expense,Expense_Category_Ratio,Transaction_Type,Absolute_Amount
2022-07-27,Voice american seven discussion.,Shopping,215.55,Expense,7,2022,Wednesday,False,18295.04,0.0014675170163551046,Income,215.55
2022-07-27,Doctor protect military social.,Investment,3157.0,Income,7,2022,Wednesday,False,21452.04,0.008690936319689911,Income,3157.0
2022-07-27,Truth thing always possible.,Food & Drink,590.78,Expense,7,2022,Wednesday,False,22042.82,0.003704103348734389,Income,590.78
2022-07-27,Plant event score official now.,Rent,1452.44,Expense,7,2022,Wednesday,False,23495.260000000002,0.00896150859177325,Income,1452.44
2022-07-28,Half president structure might.,Entertainment,1148.2,Expense,7,2022,Thursday,False,24643.46,0.007749443915643773,Income,1148.2
2022-07-28,Might good test.,Other,1888.0,Income,7,2022,Thursday,False,26531.46,0.005091213073199671,Income,1888.0
2022-07-29,Thought according think key.,Other,2698.0,Income,7,2022,Friday,False,29229.46,0.007275472919222835,Income,2698.0
2022-07-30,Method exactly.,Rent,342.74,Expense,7,2022,Saturday,True,29572.2,0.002114694895998708,Income,342.74
2022-07-31,Church own stage.,Travel,973.62,Expense,7,2022,Sunday,True,30545.82,0.005744145690631129,Income,973.62
2022-08-02,Specific result loss long.,Other,2520.0,Income,8,2022,Tuesday,False,2520.0,0.00679547507651651,Income,2520.0
2022-08-02,Claim street against amount of.,Salary,1191.67,Expense,8,2022,Tuesday,False,3711.67,0.00799491189575827,Income,1191.67
2022-08-03,Picture always occur.,Investment,1609.0,Income,8,2022,Wednesday,False,5320.67,0.004429431909528371,Income,1609.0
2022-08-04,Election conference when.,Shopping,671.11,Expense,8,2022,Thursday,False,5991.78,0.004569080699819411,Income,671.11
2022-08-06,These road.,Health & Fitness,886.04,Expense,8,2022,Saturday,True,6877.82,0.006102453502574417,Income,886.04
2022-08-07,Describe paper.,Utilities,607.87,Expense,8,2022,Sunday,True,7485.6900000000005,0.004139845840850043,Income,607.87
2022-08-12,Color store over some.,Entertainment,963.23,Expense,8,2022,Friday,False,8448.92,0.006501042381872105,Income,963.23
2022-08-13,Process enough right garden law.,Other,3114.0,Income,8,2022,Saturday,True,11562.92,0.008397265630266831,Income,3114.0
2022-08-15,Her car admit.,Salary,1935.85,Expense,8,2022,Monday,False,13498.77,0.012987614182956395,Income,1935.85
2022-08-15,Range step painting concern.,Health & Fitness,758.35,Expense,8,2022,Monday,False,14257.12,0.0052230098118339,Income,758.35
2022-08-16,Me brother lot candidate owner.,Shopping,736.38,Expense,8,2022,Tuesday,False,14993.5,0.005013454792408127,Income,736.38
2022-08-16,Miss have analysis morning.,Entertainment,1188.53,Expense,8,2022,Tuesday,False,16182.03,0.008021639589845055,Income,1188.53
2022-08-17,Smile high open scientist.,Food & Drink,1906.48,Expense,8,2022,Wednesday,False,18088.51,0.011953348035301023,Income,1906.48
2022-08-18,International effort.,Entertainment,882.53,Expense,8,2022,Thursday,False,18971.04,0.005956381065034923,Income,882.53
2022-08-19,Exist theory.,Rent,1639.74,Expense,8,2022,Friday,False,20610.78,0.010117143632972286,Income,1639.74
2022-08-21,Country remember smile.,Shopping,1349.23,Expense,8,2022,Sunday,True,21960.01,0.009185887190799338,Income,1349.23
2022-08-21,Brother according pressure reach firm.,Other,2482.0,Income,8,2022,Sunday,True,24442.010000000002,0.006693003626949991,Income,2482.0
2022-08-22,Choice prepare.,Utilities,1433.32,Expense,8,2022,Monday,False,25875.33,0.009761501374647841,Income,1433.32
2022-08-22,Talk interest hand.,Rent,903.64,Expense,8,2022,Monday,False,26778.97,0.0055754300514100266,Income,903.64
2022-08-23,Sense including six lot.,Shopping,1073.39,Expense,8,2022,Tuesday,False,27852.36,0.007307901137487384,Income,1073.39
2022-08-24,Never effect fill general relationship.,Shopping,1091.85,Expense,8,2022,Wednesday,False,28944.21,0.007433581323624777,Income,1091.85
2022-08-26,Security land record.,Health & Fitness,1406.25,Expense,8,2022,Friday,False,30350.46,0.009685313572745331,Income,1406.25
2022-08-26,Democrat hundred.,Rent,227.65,Expense,8,2022,Friday,False,30578.11,0.0014045932574957866,Income,227.65
2022-08-28,Pass range appear home player.,Health & Fitness,341.01,Expense,8,2022,Sunday,True,30919.12,0.002348649800136452,Income,341.01
2022-08-29,Likely outside because.,Shopping,1933.95,Expense,8,2022,Monday,False,32853.07,0.013166803682579236,Income,1933.95
2022-08-30,He participant right.,Shopping,220.83,Expense,8,2022,Tuesday,False,33073.9,0.0015034645452178044,Income,220.83
2022-08-31,Prevent expert white arm similar.,Investment,4683.0,Income,8,2022,Wednesday,False,37756.9,0.012891876713686367,Income,4683.0
2022-08-31,Keep cut prevent sound.,Entertainment,897.1,Expense,8,2022,Wednesday,False,38654.0,0.006054717067343693,Income,897.1
2022-09-01,Almost outside middle.,Utilities,696.49,Expense,9,2022,Thursday,False,696.49,0.0047433846541096725,Income,696.49
2022-09-02,College already dream a church.,Investment,2920.0,Income,9,2022,Friday,False,3616.49,0.00803849669100239,Income,2920.0
2022-09-03,Good house only military.,Rent,240.98,Expense,9,2022,Saturday,True,3857.47,0.0014868389334124078,Income,240.98
2022-09-03,Near risk.,Utilities,703.17,Expense,9,2022,Saturday,True,4560.639999999999,0.004788878213944634,Income,703.17
2022-09-03,Give white everybody paper create.,Entertainment,1047.02,Expense,9,2022,Saturday,True,5607.66,0.007066558760283351,Income,1047.02
2022-09-04,Above company media next me.,Rent,881.95,Expense,9,2022,Sunday,True,6489.61,0.005441603441460175,Income,881.95
2022-09-04,Sort what.,Health & Fitness,143.68,Expense,9,2022,Sunday,True,6633.29,0.0009895721629383462,Income,143.68
2022-09-05,Economic kind help low during.,Investment,685.0,Income,9,2022,Monday,False,7318.29,0.0018857432305947387,Income,685.0
2022-09-06,Race to television loss.,Rent,1357.51,Expense,9,2022,Tuesday,False,8675.8,0.008375793511895916,Income,1357.51
2022-09-07,Him small.,Investment,4727.0,Income,9,2022,Wednesday,False,13402.8,0.01301300474601654,Income,4727.0
2022-09-08,Son include good.,Investment,3211.0,Income,9,2022,Thursday,False,16613.8,0.008839593450276942,Income,3211.0
2022-09-10,Red enjoy.,Salary,471.39,Expense,9,2022,Saturday,True,17085.19,0.003162554665756032,Income,471.39
2022-09-11,Human see.,Utilities,380.91,Expense,9,2022,Sunday,True,17466.1,0.00259415447256517,Income,380.91
2022-09-11,Never condition.,Shopping,68.09,Expense,9,2022,Sunday,True,17534.19,0.0004635733409585668,Income,68.09
2022-09-12,Despite off consumer second.,Entertainment,904.65,Expense,9,2022,Monday,False,18438.84,0.006105673609377408,Income,904.65
2022-09-14,Say dog drug enter.,Food & Drink,1412.42,Expense,9,2022,Wednesday,False,19851.260000000002,0.008855664802158885,Income,1412.42
2022-09-15,Strong student green.,Rent,1158.92,Expense,9,2022,Thursday,False,21010.18,0.007150499529879275,Income,1158.92
2022-09-15,Turn put professional.,Utilities,737.93,Expense,9,2022,Thursday,False,21748.11,0.00502560817500201,Income,737.93
2022-09-17,When summer he firm together.,Investment,2649.0,Income,9,2022,Saturday,True,24397.11,0.007292458128241551,Income,2649.0
2022-09-18,Make worker trouble.,Salary,1060.15,Expense,9,2022,Sunday,True,25457.260000000002,0.00711254445130626,Income,1060.15
2022-09-19,Develop office approach son.,Shopping,1226.5,Expense,9,2022,Monday,False,26683.760000000002,0.00835031139206465,Income,1226.5
2022-09-19,Allow girl team simply lead.,Health & Fitness,710.45,Expense,9,2022,Monday,False,27394.21,0.004893106508627144,Income,710.45
2022-09-21,Least ready activity decision ok.,Utilities,1629.34,Expense,9,2022,Wednesday,False,29023.55,0.011096478560104314,Income,1629.34
2022-09-23,Party employee nature down.,Travel,1838.18,Expense,9,2022,Friday,False,30861.73,0.01084486116308655,Income,1838.18
2022-09-26,Gas contain interest industry sell.,Utilities,633.24,Expense,9,2022,Monday,False,31494.97,0.004312626022438813,Income,633.24
2022-09-26,Evidence conference capital office.,Rent,374.26,Expense,9,2022,Monday,False,31869.23,0.0023091722932149046,Income,374.26
2022-09-28,Result sound.,Shopping,842.3,Expense,9,2022,Wednesday,False,32711.53,0.005734584007775014,Income,842.3
2022-09-29,Task cultural son school.,Other,3965.0,Income,9,2022,Thursday,False,36676.53,0.01069208677713808,Income,3965.0
2022-09-29,Computer matter.,Investment,1866.0,Income,9,2022,Thursday,False,38542.53,0.005136929734729609,Income,1866.0
2022-09-30,Result size feel no nothing.,Utilities,382.33,Expense,9,2022,Friday,False,38924.86,0.002603825259236674,Income,382.33
2022-10-01,Real art.,Food & Drink,1732.39,Expense,10,2022,Saturday,True,1732.39,0.010861829446348841,Income,1732.39
2022-10-02,Stuff benefit seat employee.,Salary,281.7,Expense,10,2022,Sunday,True,2014.0900000000001,0.0018899247954845759,Income,281.7
2022-10-03,Newspaper special general in go.,Salary,824.18,Expense,10,2022,Monday,False,2838.27,0.005529422143920759,Income,824.18
2022-10-04,Office power company sister great.,Salary,982.51,Expense,10,2022,Tuesday,False,3820.7799999999997,0.006591657830356943,Income,982.51
2022-10-04,Simple land bad party.,Investment,2306.0,Income,10,2022,Tuesday,False,6126.78,0.006348210058031339,Income,2306.0
2022-10-05,What than political up instead.,Travel,457.44,Expense,10,2022,Wednesday,False,6584.219999999999,0.002698796249791811,Income,457.44
2022-10-08,Support author class direction.,Salary,1135.64,Expense,10,2022,Saturday,True,7719.86,0.0076190067261061555,Income,1135.64
2022-10-10,Report painting house.,Salary,1103.96,Expense,10,2022,Monday,False,8823.82,0.0074064656628439925,Income,1103.96
2022-10-12,Security minute late cold.,Investment,2694.0,Income,10,2022,Wednesday,False,11517.82,0.00741633907039741,Income,2694.0
2022-10-12,Road product wait.,Health & Fitness,1088.67,Expense,10,2022,Wednesday,False,12606.49,0.007498034010482248,Income,1088.67
2022-10-13,Cold billion as.,Salary,1097.24,Expense,10,2022,Thursday,False,13703.73,0.007361381194879291,Income,1097.24
2022-10-19,Approach side model you billion.,Rent,1474.62,Expense,10,2022,Wednesday,False,15178.35,0.009098358486134139,Income,1474.62
2022-10-19,Pressure those.,Entertainment,602.44,Expense,10,2022,Wednesday,False,15780.789999999999,0.004065994593747113,Income,602.44
2022-10-20,Easy exist phone.,Salary,533.0,Expense,10,2022,Thursday,False,16313.789999999999,0.003575896045414551,Income,533.0
2022-10-21,Stuff agreement professional team foot.,Rent,883.75,Expense,10,2022,Friday,False,17197.54,0.005452709384194602,Income,883.75
2022-10-22,Window music evening know.,Entertainment,427.66,Expense,10,2022,Saturday,True,17625.2,0.0028863675186937957,Income,427.66
2022-10-23,Opportunity lead see.,Health & Fitness,1723.49,Expense,10,2022,Sunday,True,19348.69,0.011870251441415717,Income,1723.49
2022-10-25,Model police finally girl.,Shopping,340.3,Expense,10,2022,Tuesday,False,19688.99,0.002316845468177416,Income,340.3
2022-10-28,Source kind hand.,Investment,2195.0,Income,10,2022,Friday,False,21883.989999999998,0.006042637067380221,Income,2195.0
2022-10-30,Field a spring.,Health & Fitness,1069.24,Expense,10,2022,Sunday,True,22953.23,0.007364213108993578,Income,1069.24
2022-10-31,Expert movement reach man.,Utilities,654.07,Expense,10,2022,Monday,False,23607.3,0.004454486928331366,Income,654.07
2022-11-03,Across involve fall.,Travel,1149.74,Expense,11,2022,Thursday,False,1149.74,0.006783215285579829,Income,1149.74
2022-11-04,Nature country.,Rent,279.82,Expense,11,2022,Friday,False,1429.56,0.0017264804977486095,Income,279.82
2022-11-05,House clear say hope.,Shopping,1838.35,Expense,11,2022,Saturday,True,3267.91,0.012515935546353078,Income,1838.35
2022-11-07,Enjoy instead dream.,Utilities,1405.84,Expense,11,2022,Monday,False,4673.75,0.009574351221314795,Income,1405.84
2022-11-07,Possible mother especially.,Investment,3138.0,Income,11,2022,Monday,False,7811.75,0.008638631033001883,Income,3138.0
2022-11-09,Consumer face.,Shopping,984.02,Expense,11,2022,Wednesday,False,8795.77,0.006699448362021572,Income,984.02
2022-11-10,Laugh red man fly charge.,Travel,1259.35,Expense,11,2022,Thursday,False,10055.119999999999,0.007429890383821523,Income,1259.35
2022-11-13,Control bill.,Rent,1270.92,Expense,11,2022,Sunday,True,11326.04,0.007841535966688096,Income,1270.92
2022-11-14,Resource road do.,Rent,811.67,Expense,11,2022,Monday,False,12137.71,0.00500797807736264,Income,811.67
2022-11-14,Management game.,Health & Fitness,914.84,Expense,11,2022,Monday,False,13052.55,0.006300808724544241,Income,914.84
2022-11-15,Your less social form.,Food & Drink,1739.13,Expense,11,2022,Tuesday,False,14791.68,0.010904088250930023,Income,1739.13
2022-11-17,Entire hotel.,Rent,1464.55,Expense,11,2022,Thursday,False,16256.23,0.009036226906503202,Income,1464.55
2022-11-17,Consider time economic high.,Health & Fitness,1701.71,Expense,11,2022,Thursday,False,17957.94,0.011720245304801038,Income,1701.71
2022-11-18,Window research his.,Shopping,443.48,Expense,11,2022,Friday,False,18401.42,0.0030193200947026756,Income,443.48
2022-11-19,Scene almost leave.,Entertainment,994.48,Expense,11,2022,Saturday,True,19395.9,0.006711955221415624,Income,994.48
2022-11-21,Program decade home which view.,Travel,682.13,Expense,11,2022,Monday,False,20078.03,0.004024418253476933,Income,682.13
2022-11-22,Rock seat near business loss.,Salary,1578.72,Expense,11,2022,Tuesday,False,21656.75,0.010591629652564466,Income,1578.72
2022-11-26,Growth appear project.,Food & Drink,101.43,Expense,11,2022,Saturday,True,21758.18,0.0006359511199805835,Income,101.43
2022-11-26,Plan foot cold.,Salary,42.4,Expense,11,2022,Saturday,True,21800.58,0.0002844615240629962,Income,42.4
2022-11-28,Build smile across among situation.,Utilities,888.16,Expense,11,2022,Monday,False,22688.74,0.006048736542368227,Income,888.16
2022-11-28,Choice side eat matter rather.,Other,2157.0,Income,11,2022,Monday,False,24845.739999999998,0.00581660307144687,Income,2157.0
2022-12-01,Art green child movie blue.,Utilities,1765.47,Expense,12,2022,Thursday,False,1765.47,0.012023580102070386,Income,1765.47
2022-12-03,First next popular.,Travel,195.75,Expense,12,2022,Saturday,True,1961.22,0.0011548823143947777,Income,195.75
2022-12-04,Run again help right.,Rent,749.97,Expense,12,2022,Sunday,True,2711.19,0.00462729104029921,Income,749.97
2022-12-05,Magazine join.,Utilities,113.06,Expense,12,2022,Monday,False,2824.25,0.000769985310619879,Income,113.06
2022-12-05,Recent couple cost girl run.,Entertainment,864.17,Expense,12,2022,Monday,False,3688.42,0.005832465553546315,Income,864.17
2022-12-07,Trial never attention choice fast.,Investment,508.0,Income,12,2022,Wednesday,False,4196.42,0.001398478191448361,Income,508.0
2022-12-12,Happen a point here control.,Rent,274.07,Expense,12,2022,Monday,False,4470.49,0.0016910031806802997,Income,274.07
2022-12-13,Task simply draw return probably.,Salary,28.48,Expense,12,2022,Tuesday,False,4498.97,0.00019107226899325782,Income,28.48
2022-12-15,Couple raise she child.,Rent,1976.43,Expense,12,2022,Thursday,False,6475.4,0.012194510221446946,Income,1976.43
2022-12-16,Important focus benefit probably.,Utilities,960.62,Expense,12,2022,Friday,False,7436.02,0.006542219079140882,Income,960.62
2022-12-18,Condition all blood.,Rent,1464.22,Expense,12,2022,Sunday,True,8900.24,0.00903419081700189,Income,1464.22
2022-12-22,All politics.,Other,3511.0,Income,12,2022,Thursday,False,12411.24,0.009467822616527566,Income,3511.0
2022-12-28,Moment red eight hand.,Utilities,771.61,Expense,12,2022,Wednesday,False,13182.85,0.0052549828898585255,Income,771.61
2022-12-30,Us decade.,Utilities,1286.74,Expense,12,2022,Friday,False,14469.59,0.008763231015275279,Income,1286.74
2022-12-31,Life police.,Rent,1065.71,Expense,12,2022,Saturday,True,15535.3,0.006575396795281505,Income,1065.71
2023-01-03,Sea three state some around.,Investment,4105.0,Income,1,2023,Tuesday,False,4105.0,0.011300694834440003,Income,4105.0
2023-01-04,American audience fight war whether.,Entertainment,1259.88,Expense,1,2023,Wednesday,False,5364.88,0.008503195785090819,Income,1259.88
2023-01-04,Rise mother.,Other,4124.0,Income,1,2023,Wednesday,False,9488.880000000001,0.011120848895061146,Income,4124.0
2023-01-06,Moment eat personal.,Rent,1794.22,Expense,1,2023,Friday,False,11283.1,0.011070280318313596,Income,1794.22
2023-01-09,See indeed black police group.,Investment,3645.0,Income,1,2023,Monday,False,14928.1,0.010034356314624559,Income,3645.0
2023-01-10,Third coach congress husband.,Shopping,635.86,Expense,1,2023,Tuesday,False,15563.960000000001,0.0043290900951962735,Income,635.86
2023-01-11,Move outside value.,Other,1190.0,Income,1,2023,Wednesday,False,16753.96,0.003208974341688352,Income,1190.0
2023-01-13,Yard foot he share issue.,Travel,1560.15,Expense,1,2023,Friday,False,18314.11,0.009204544790819986,Income,1560.15
2023-01-15,Drive nation heart nearly season.,Travel,418.84,Expense,1,2023,Sunday,True,18732.95,0.0024710646669788435,Income,418.84
2023-01-16,Language however risk work.,Entertainment,1498.21,Expense,1,2023,Monday,False,20231.16,0.010111735210639834,Income,1498.21
2023-01-17,Career three according worker democrat.,Food & Drink,1569.77,Expense,1,2023,Tuesday,False,21800.93,0.009842226063412408,Income,1569.77
2023-01-18,Sign wall.,Entertainment,994.83,Expense,1,2023,Wednesday,False,22795.760000000002,0.006714317445218511,Income,994.83
2023-01-19,Memory number occur behind leave.,Other,1081.0,Income,1,2023,Thursday,False,23876.760000000002,0.002915043078458074,Income,1081.0
2023-01-19,Enter threat economic.,Food & Drink,1973.9,Expense,1,2023,Thursday,False,25850.66,0.012376061478159063,Income,1973.9
2023-01-19,Begin hundred truth.,Utilities,779.81,Expense,1,2023,Thursday,False,26630.47,0.005310828277679885,Income,779.81
2023-01-19,Society common stay ready.,Shopping,737.17,Expense,1,2023,Thursday,False,27367.64,0.005018833305249326,Income,737.17
2023-01-19,Organization feel.,Salary,1909.36,Expense,1,2023,Thursday,False,29277.0,0.012809892820399111,Income,1909.36
2023-01-20,Bad argue side girl.,Food & Drink,1178.85,Expense,1,2023,Friday,False,30455.85,0.007391215397703941,Income,1178.85
2023-01-21,Us building side section.,Investment,826.0,Income,1,2023,Saturday,True,31281.85,0.0022739035160164295,Income,826.0
2023-01-21,Him fight american music change.,Shopping,1018.16,Expense,1,2023,Saturday,True,32300.010000000002,0.006931881815690619,Income,1018.16
2023-01-22,Check purpose young.,Shopping,852.91,Expense,1,2023,Sunday,True,33152.92,0.0058068194777055535,Income,852.91
2023-01-23,Offer bed it skill challenge.,Utilities,562.16,Expense,1,2023,Monday,False,33715.08,0.003828541855811703,Income,562.16
2023-01-23,Live seat.,Entertainment,1948.88,Expense,1,2023,Monday,False,35663.96,0.013153402071346314,Income,1948.88
2023-01-23,Energy huge its recently.,Other,3700.0,Income,1,2023,Monday,False,39363.96,0.009977483247266305,Income,3700.0
2023-01-24,Nice maintain present cultural.,Rent,627.24,Expense,1,2023,Tuesday,False,39991.2,0.003870050844856829,Income,627.24
2023-01-24,Drug entire involve.,Entertainment,125.23,Expense,1,2023,Tuesday,False,40116.43,0.0008452036766731142,Income,125.23
2023-01-24,Both including.,Other,1450.0,Income,1,2023,Tuesday,False,41566.43,0.003910094786090849,Income,1450.0
2023-01-24,Couple general pretty show.,Food & Drink,625.49,Expense,1,2023,Tuesday,False,42191.92,0.003921729922475157,Income,625.49
2023-01-24,Pattern wrong kind certainly.,Utilities,247.69,Expense,1,2023,Tuesday,False,42439.61,0.0016868712328625317,Income,247.69
2023-01-24,Current health serious.,Food & Drink,336.03,Expense,1,2023,Tuesday,False,42775.64,0.002106858472316627,Income,336.03
2023-01-25,Science drug.,Travel,342.26,Expense,1,2023,Wednesday,False,43117.9,0.0020192593661545674,Income,342.26
2023-01-26,Add really born.,Other,1467.0,Income,1,2023,Thursday,False,44584.9,0.0039559372766863965,Income,1467.0
2023-01-27,Age decade mrs data.,Food & Drink,676.67,Expense,1,2023,Friday,False,45261.57,0.004242620963790411,Income,676.67
2023-01-27,Nature performance yeah.,Rent,533.27,Expense,1,2023,Friday,False,45794.840000000004,0.0032902589344378564,Income,533.27
2023-01-28,On professional analysis color.,Rent,997.33,Expense,1,2023,Saturday,True,46792.17,0.006153494370736977,Income,997.33
2023-01-29,Smile peace apply.,Food & Drink,1004.22,Expense,1,2023,Sunday,True,47796.39,0.006296311088503417,Income,1004.22
2023-01-29,Home even.,Health & Fitness,323.05,Expense,1,2023,Sunday,True,48119.44,0.002224953279769159,Income,323.05
2023-01-30,Affect test.,Rent,464.52,Expense,1,2023,Monday,False,48583.96,0.0028660736216645846,Income,464.52
2023-01-31,Woman meet report.,Food & Drink,1718.79,Expense,1,2023,Tuesday,False,50302.75,0.01077655945490907,Income,1718.79
2023-01-31,Term mother cost may.,Investment,4364.0,Income,1,2023,Tuesday,False,54666.75,0.012013698479292612,Income,4364.0
2023-02-01,Unit again easy morning four.,Utilities,366.13,Expense,2,2023,Wednesday,False,366.13,0.0024934965662237424,Income,366.13
2023-02-02,Adult range green.,Food & Drink,1110.2,Expense,2,2023,Thursday,False,1476.33,0.006960790036502453,Income,1110.2
2023-02-03,You without every.,Shopping,456.79,Expense,2,2023,Friday,False,1933.1200000000001,0.0031099378237107313,Income,456.79
2023-02-06,Election hit yourself wrong want.,Health & Fitness,549.8,Expense,2,2023,Monday,False,2482.92,0.003786656286076717,Income,549.8
2023-02-07,Charge today prevent.,Other,1478.0,Income,2,2023,Tuesday,False,3960.92,0.00398560006471881,Income,1478.0
2023-02-07,Minute question their rather.,Food & Drink,366.9,Expense,2,2023,Tuesday,False,4327.82,0.0023004088131802825,Income,366.9
2023-02-08,Of interview fine.,Food & Drink,1908.62,Expense,2,2023,Wednesday,False,6236.4400000000005,0.011966765519248163,Income,1908.62
2023-02-08,My deal catch must.,Other,2812.0,Income,2,2023,Wednesday,False,9048.44,0.007582887267922392,Income,2812.0
2023-02-09,Finally relate model.,Travel,661.33,Expense,2,2023,Thursday,False,9709.77,0.00390170278916321,Income,661.33
2023-02-12,Yet wish certain usually.,Food & Drink,744.15,Expense,2,2023,Sunday,True,10453.92,0.004665710597787156,Income,744.15
2023-02-13,Attack mouth rest contain.,Travel,1481.76,Expense,2,2023,Monday,False,11935.68,0.00874206088468764,Income,1481.76
2023-02-15,She they.,Health & Fitness,1187.46,Expense,2,2023,Wednesday,False,13123.14,0.008178433745843322,Income,1187.46
2023-02-16,Field seat start pm.,Entertainment,1467.6,Expense,2,2023,Thursday,False,14590.74,0.009905141866050167,Income,1467.6
2023-02-18,Single blood continue.,Entertainment,309.63,Expense,2,2023,Saturday,True,14900.37,0.002089758160251508,Income,309.63
2023-02-20,Note discuss discussion reach grow.,Food & Drink,473.67,Expense,2,2023,Monday,False,15374.04,0.0029698409445055997,Income,473.67
2023-02-20,Maybe painting republican.,Food & Drink,1902.47,Expense,2,2023,Monday,False,17276.51,0.011928205927530914,Income,1902.47
2023-02-22,System man case.,Other,3019.0,Income,2,2023,Wednesday,False,20295.510000000002,0.008141087006350533,Income,3019.0
2023-02-22,Allow share address.,Investment,3939.0,Income,2,2023,Wednesday,False,24234.510000000002,0.010843711803376168,Income,3939.0
2023-02-24,Development provide dark daughter.,Food & Drink,1945.39,Expense,2,2023,Friday,False,26179.9,0.012197307988751132,Income,1945.39
2023-02-26,Term majority foot leader.,Other,1262.0,Income,2,2023,Sunday,True,27441.9,0.0034031307724459664,Income,1262.0
2023-02-26,If among save herself.,Investment,4757.0,Income,2,2023,Sunday,True,32198.9,0.013095592040787111,Income,4757.0
2023-02-26,Particularly score order modern.,Health & Fitness,922.33,Expense,2,2023,Sunday,True,33121.23,0.0063523948569245885,Income,922.33
2023-02-28,Body lead there there early.,Rent,1015.8,Expense,2,2023,Tuesday,False,34137.03,0.006267453683128574,Income,1015.8
2023-03-03,Worker always hold share.,Shopping,158.91,Expense,3,2023,Friday,False,158.91,0.0010818980703734152,Income,158.91
2023-03-03,Fact huge fight.,Shopping,1328.26,Expense,3,2023,Friday,False,1487.17,0.009043118311963957,Income,1328.26
2023-03-05,Coach family try ready.,Other,2638.0,Income,3,2023,Sunday,True,4125.17,0.00711367589359149,Income,2638.0
2023-03-05,Stop later reveal both.,Shopping,1404.44,Expense,3,2023,Sunday,True,5529.610000000001,0.009561770347714047,Income,1404.44
2023-03-05,Career including late condition opportunity.,Health & Fitness,910.99,Expense,3,2023,Sunday,True,6440.6,0.00627429248827397,Income,910.99
2023-03-07,Bed food possible represent.,Entertainment,280.86,Expense,3,2023,Tuesday,False,6721.46,0.0018955833636541632,Income,280.86
2023-03-08,Before relationship plant.,Rent,319.27,Expense,3,2023,Wednesday,False,7040.7300000000005,0.001969885742678145,Income,319.27
2023-03-08,Religious risk window partner civil.,Other,3072.0,Income,3,2023,Wednesday,False,10112.73,0.008284007712324888,Income,3072.0
2023-03-08,Analysis color friend the.,Health & Fitness,1929.62,Expense,3,2023,Wednesday,False,12042.35,0.013289937618660156,Income,1929.62
2023-03-08,Than condition republican.,Travel,932.06,Expense,3,2023,Wednesday,False,12974.41,0.005498950753281207,Income,932.06
2023-03-10,Finally shoulder land.,Rent,323.65,Expense,3,2023,Friday,False,13298.06,0.0019969102033319188,Income,323.65
2023-03-10,Together whether about.,Food & Drink,437.89,Expense,3,2023,Friday,False,13735.95,0.0027455056287912618,Income,437.89
2023-03-12,Learn talk.,Utilities,191.51,Expense,3,2023,Sunday,True,13927.46,0.0013042622221547235,Income,191.51
2023-03-13,Part management.,Health & Fitness,798.53,Expense,3,2023,Monday,False,14725.99,0.00549974289581819,Income,798.53
2023-03-13,Process law kind over according.,Other,2631.0,Income,3,2023,Monday,False,17356.989999999998,0.0070947995739344995,Income,2631.0
2023-03-13,People newspaper stay.,Utilities,71.85,Expense,3,2023,Monday,False,17428.84,0.0004893281847517982,Income,71.85
2023-03-15,Challenge president already.,Salary,1116.35,Expense,3,2023,Wednesday,False,18545.19,0.0074895901506539094,Income,1116.35
2023-03-15,Study fear turn any indicate.,Rent,929.47,Expense,3,2023,Wednesday,False,19474.66,0.005734800329649061,Income,929.47
2023-03-16,Public particularly reality.,Utilities,251.69,Expense,3,2023,Thursday,False,19726.35,0.0017141128854583172,Income,251.69
2023-03-16,Concern lay often use behavior.,Investment,1570.0,Income,3,2023,Thursday,False,21296.35,0.004322068426326627,Income,1570.0
2023-03-18,Happy her attack interview.,Other,3549.0,Income,3,2023,Saturday,True,24845.35,0.009570294066094085,Income,3549.0
2023-03-18,Fall care.,Rent,1168.82,Expense,3,2023,Saturday,True,26014.17,0.007211582214918626,Income,1168.82
2023-03-21,Money modern receive partner.,Rent,53.38,Expense,3,2023,Tuesday,False,26067.55,0.0003293529017576327,Income,53.38
2023-03-22,Role pick would low read.,Other,1555.0,Income,3,2023,Wednesday,False,27622.55,0.0041932395809457035,Income,1555.0
2023-03-23,Participant first moment yet.,Other,1503.0,Income,3,2023,Thursday,False,29125.55,0.004053015492065204,Income,1503.0
2023-03-23,Pass market role.,Other,914.0,Income,3,2023,Thursday,False,30039.55,0.002464708023784163,Income,914.0
2023-03-23,Space this discussion fact.,Other,3735.0,Income,3,2023,Thursday,False,33774.55,0.010071864845551256,Income,3735.0
2023-03-24,Brother let.,Shopping,1369.59,Expense,3,2023,Friday,False,35144.14,0.009324503040732022,Income,1369.59
2023-03-27,Son yourself increase.,Investment,2033.0,Income,3,2023,Monday,False,37177.14,0.005596665675619129,Income,2033.0
2023-03-29,Night point action cut.,Salary,1768.01,Expense,3,2023,Wednesday,False,38945.15,0.011861575923552308,Income,1768.01
2023-03-30,So film media.,Investment,2917.0,Income,3,2023,Thursday,False,41862.15,0.008030237961525332,Income,2917.0
2023-03-31,Box four.,Salary,131.35,Expense,3,2023,Friday,False,41993.5,0.0008812269147564751,Income,131.35
2023-03-31,Pattern ahead compare form full.,Utilities,844.28,Expense,3,2023,Friday,False,42837.78,0.005749895613392459,Income,844.28
